572,634,192,380
568,631,193,377
568,623,191,380
559,616,172,401
560,611,176,402
556,607,185,391
553,604,179,398
542,596,186,389
531,587,187,385
522,585,186,388
516,584,188,387
512,582,189,386
501,575,172,406
498,572,179,397
495,567,179,396
492,560,178,396
491,550,174,401
489,542,178,399
481,534,187,390
476,522,182,394
473,517,194,377
462,517,175,396
455,518,179,392
443,513,187,385
433,513,192,383
429,506,193,382
427,499,195,378
422,492,194,380
418,484,189,385
420,473,183,393
416,464,158,417
411,463,171,404
407,456,177,398
394,449,182,391
385,444,176,395
373,440,182,389
366,439,188,389
360,439,188,388
359,434,187,388
350,424,177,395
348,419,183,388
345,409,189,378
340,400,181,393
338,396,174,398
339,391,184,389
332,380,182,386
326,376,192,379
314,369,175,391
307,372,177,393
300,369,182,390
290,369,191,381
287,366,191,381
277,368,183,392
278,349,188,383
274,340,191,382
272,328,183,393
267,318,173,400
268,315,170,399
265,311,183,388
252,308,188,383
241,299,185,383
227,295,182,383
220,292,182,387
212,293,186,387
210,290,186,387
201,278,185,383
202,275,178,391
199,266,186,386
195,258,184,388
194,251,180,392
192,246,179,390
191,240,186,377
183,231,194,376
176,228,187,382
164,225,171,404
159,224,172,403
148,222,176,396
142,220,183,391
142,217,175,396
138,206,171,400
134,196,181,393
131,186,189,384
129,179,186,390
126,175,188,386
119,169,176,395
110,167,176,392
95,161,188,381
84,159,183,387
76,157,184,384
70,150,184,382
66,147,182,384
65,145,183,382
54,132,182,381
57,128,177,390
59,120,178,388
56,115,183,388
54,109,187,380
51,105,185,374
43,96,179,379
39,95,188,373
31,93,187,379
