101,269,369,820
105,266,367,818
110,266,377,803
110,266,367,812
106,265,366,815
99,264,361,773
101,267,358,778
106,256,376,801
109,267,380,803
103,271,374,808
105,270,373,808
119,287,369,808
127,295,358,824
132,305,360,829
137,321,363,820
153,330,369,821
168,343,358,830
171,346,362,821
175,342,347,829
176,351,354,831
177,364,351,843
183,361,353,841
187,362,366,843
186,366,374,866
191,368,373,869
200,428,386,872
203,423,367,874
208,414,339,884
217,406,321,897
227,402,321,889
228,415,318,889
217,424,312,889
233,431,314,887
241,446,325,891
250,462,326,896
258,472,323,899
279,493,317,923
300,527,339,921
319,530,338,925
326,531,321,924
318,550,322,920
302,571,326,931
320,590,336,951
310,606,323,945
305,612,335,944
315,611,337,961
320,623,335,964
345,623,327,983
357,621,322,990
390,615,312,998
406,625,315,998
419,673,309,1006
420,701,322,1017
427,725,327,1015
442,717,328,1018
469,748,331,1023
490,745,329,1032
525,771,311,1056
544,786,295,1064
557,826,305,1047
569,860,307,1044
558,954,320,1039
541,983,314,1058
574,1013,321,1065
597,1032,330,1064
624,1021,320,1079
666,1023,307,1071
700,1001,302,1079
722,987,287,1064
751,1062,291,1061
767,1053,295,1079
768,1073,300,1077
793,1103,293,1079
812,1138,295,1079
833,1167,286,1079
859,1157,282,1079
906,1221,288,1071
912,1250,284,1061
967,1274,274,1079
984,1316,287,1065
961,1451,254,1079
973,1514,292,1079
1034,1682,274,1079
1078,1696,285,1079
1138,1695,276,1079
1199,1686,305,1061
1279,1631,284,1079
1303,1628,241,1043
1354,1656,212,1056
1422,1722,215,1045
1445,1776,213,1045
1468,1874,211,1012
1559,1904,233,1039
1601,1917,242,1021
1692,1892,209,1033
1730,1910,184,1057
1764,1899,122,1079
