2,51,186,355
3,51,185,351
4,55,186,351
6,55,186,353
11,56,182,352
16,62,178,356
22,66,177,357
25,75,167,363
25,78,165,363
23,87,168,361
23,96,173,361
26,103,175,369
29,108,173,370
32,117,176,366
34,121,171,365
37,122,171,361
44,122,170,364
59,120,161,375
66,120,159,376
77,128,174,360
82,131,175,358
83,140,177,363
88,150,173,364
85,158,176,368
89,170,176,372
88,176,181,370
91,179,180,368
97,179,180,366
104,177,169,375
109,177,165,383
127,177,178,362
131,180,178,362
137,186,180,361
146,198,181,362
152,206,180,362
151,215,176,367
149,225,181,366
147,234,182,371
163,238,179,370
161,243,180,370
161,247,179,372
168,250,178,372
179,255,175,373
188,258,173,369
197,257,173,362
203,255,173,363
213,258,166,366
218,263,167,371
224,278,173,363
223,282,175,364
225,293,179,363
225,305,180,366
227,311,182,368
233,318,183,366
234,324,186,364
240,325,184,362
243,327,181,366
251,326,176,373
259,323,171,372
274,327,182,363
281,333,183,365
291,343,178,370
296,355,176,370
298,364,179,372
294,375,186,367
292,381,190,365
294,384,188,368
309,388,185,368
311,391,190,366
318,393,182,374
327,396,180,376
336,399,173,375
343,398,177,367
349,401,179,364
359,408,175,364
364,412,174,372
370,421,177,370
368,428,179,372
370,438,184,371
371,447,184,368
373,456,185,369
379,462,185,370
383,465,186,369
386,470,187,368
389,471,185,364
405,467,174,374
407,469,176,365
421,470,182,364
424,475,181,364
431,488,178,371
436,495,177,373
440,502,180,371
439,514,184,369
437,522,185,367
438,526,186,369
442,528,185,370
446,527,181,372
459,537,183,367
467,536,181,371
473,539,178,373
480,537,184,361
485,539,182,359
493,546,184,355
503,552,181,357
503,555,181,356
506,560,181,356
506,565,181,357
512,575,174,370
510,582,179,368
513,585,182,367
516,587,180,367
519,590,185,362
524,593,187,367
532,597,180,368
539,599,182,361
546,602,182,362
551,607,178,364
556,612,177,367
556,616,182,365
569,622,185,361
570,627,192,354
