1630,1887,352,958
1618,1898,352,956
1596,1900,362,979
1616,1894,354,961
1603,1877,370,975
1590,1865,365,982
1596,1840,360,992
1572,1827,342,1005
1538,1812,358,990
1536,1771,358,987
1477,1738,355,996
1460,1745,359,990
1414,1765,363,990
1387,1771,373,991
1367,1727,360,1007
1350,1685,365,1002
1348,1645,365,1005
1350,1557,345,1016
1347,1534,343,1020
1314,1519,359,1022
1253,1511,361,1023
1194,1511,372,1027
1165,1450,365,1017
1130,1436,378,1026
1100,1402,380,1016
1076,1373,381,1006
1085,1346,364,1008
1092,1243,405,850
1068,1339,366,1018
1024,1240,363,1017
1001,1209,367,1022
933,1209,385,1004
919,1196,384,1008
874,1219,380,1014
880,1143,375,1016
850,1095,377,1030
844,1029,361,1021
828,1004,350,1019
778,960,371,1013
737,948,361,1013
638,945,370,1028
602,941,377,1026
563,878,383,1004
543,878,384,1006
523,847,377,1009
498,809,387,993
514,752,384,984
527,718,377,982
456,687,365,997
433,690,378,1000
359,669,380,1027
337,656,395,1019
312,622,394,1022
321,594,388,1030
298,539,398,1013
297,515,399,1005
281,489,383,1009
245,450,383,1004
204,429,381,997
137,394,377,1020
115,397,387,1017
40,372,386,1018
56,331,387,1014
26,311,372,1017
19,244,364,1028
28,238,372,1038
32,207,367,1028
35,199,369,1041
27,187,384,1035
17,180,382,1047
16,184,365,1055
15,178,363,1045
0,93,394,871
3,169,361,1048
0,82,336,1034
0,77,412,1003
