7,113,21,363
13,123,40,358
18,136,33,368
22,159,29,374
18,194,34,367
26,187,41,362
33,184,38,366
47,191,37,367
61,196,36,365
68,206,31,370
79,201,34,367
110,207,30,373
129,208,37,366
141,226,37,362
143,236,36,362
159,255,30,373
161,269,32,371
169,294,30,372
163,320,35,365
171,330,34,366
179,327,37,364
194,331,30,370
212,333,36,365
226,342,40,360
251,349,27,371
261,354,35,366
280,362,34,370
284,373,40,366
287,387,32,369
301,407,40,361
300,428,45,357
300,447,42,364
298,464,49,357
297,479,43,361
324,478,48,354
341,483,42,360
359,484,39,363
372,486,39,362
377,491,30,368
401,498,39,362
409,500,42,362
420,507,40,363
423,516,39,363
424,534,35,367
425,543,38,363
424,577,44,356
433,580,44,358
445,577,45,360
447,582,44,360
