795,951,457,855
792,953,464,846
788,959,460,846
790,956,466,838
793,953,469,841
796,951,460,850
802,947,451,858
806,945,451,858
812,943,449,864
811,942,456,858
807,946,457,858
809,938,458,888
803,941,456,895
803,937,459,890
800,940,462,890
795,941,462,898
791,940,459,896
796,939,452,902
790,940,449,902
787,941,463,900
788,941,456,904
791,939,462,902
793,944,462,911
796,947,461,921
794,949,462,921
823,975,479,925
824,974,473,925
826,981,463,931
822,988,465,928
823,994,454,928
823,1000,451,932
821,1004,450,937
826,1003,452,941
822,1007,446,963
822,1013,462,957
816,1016,469,951
822,1011,473,954
824,1008,462,964
824,1004,457,959
826,1006,455,969
827,1006,463,967
812,1000,444,1025
808,1004,442,1034
802,1000,442,1038
793,1005,450,1032
810,997,442,1069
794,1010,431,1049
803,1001,421,1052
802,1016,414,1058
803,1012,411,1065
797,1018,406,1069
798,1025,407,1071
794,1026,400,1079
787,1030,398,1079
787,1024,401,1079
778,1028,402,1074
775,1026,402,1073
777,1019,398,1079
778,1017,399,1078
774,1020,393,1079
777,1015,396,1079
767,1025,396,1079
774,1018,401,1075
773,1022,409,1059
771,1025,405,1071
771,1028,412,1068
761,1040,407,1069
747,1052,406,1070
742,1061,408,1069
731,1070,409,1067
719,1085,399,1074
713,1091,403,1070
712,1090,399,1079
705,1104,403,1079
705,1104,408,1075
675,1068,413,1071
676,1069,414,1067
668,1067,404,1074
656,1076,403,1075
656,1076,403,1075
642,1086,397,1078
629,1097,405,1068
617,1110,405,1074
612,1132,439,1075
608,1138,443,1073
660,1136,440,1077
660,1136,440,1077
662,1146,432,1079
666,1196,396,1079
674,1218,389,1079
664,1227,380,1079
661,1264,371,1079
677,1286,371,1079
677,1286,371,1079
678,1285,376,1079
655,1295,388,1075
642,1273,386,1078
586,1258,368,1079
521,1290,371,1079
494,1312,368,1079
494,1312,368,1079
