509,631,46,363
504,627,50,360
503,621,45,362
496,615,47,360
494,606,38,374
496,601,38,372
483,588,33,369
477,591,32,369
470,584,34,367
466,575,34,365
459,578,33,368
442,575,32,369
426,576,39,363
397,570,42,363
397,562,40,363
403,552,38,364
405,547,36,368
393,544,38,366
390,530,39,365
391,523,43,361
391,512,44,361
380,482,34,370
374,468,34,367
360,460,40,364
353,449,42,358
351,446,42,356
327,438,35,364
314,438,39,362
301,436,40,360
287,429,38,361
281,429,36,364
282,426,33,370
285,422,37,362
281,397,33,370
275,388,30,371
273,375,24,379
265,369,35,368
254,365,27,374
232,345,30,371
231,333,21,365
211,328,24,361
191,326,29,356
161,321,24,360
160,315,26,358
147,320,30,367
143,303,27,371
134,305,31,368
130,293,37,363
140,275,37,364
137,244,15,364
133,231,12,366
121,215,23,356
111,209,27,354
105,212,44,354
78,200,18,362
72,197,20,359
60,197,12,366
46,191,19,361
40,187,24,356
43,178,27,355
39,174,31,351
29,151,26,358
32,141,23,359
24,128,23,359
10,123,19,362
5,106,19,361
6,103,29,374
9,76,14,365
7,71,21,357
0,66,31,373
0,64,27,376
2,59,22,357
0,58,32,373
3,55,33,374
8,56,42,377
9,56,52,373
2,40,182,370
0,31,179,381
0,22,151,401
1,27,169,374
10,48,0,365
0,26,122,376
