536,621,49,361
522,623,44,363
500,621,50,358
479,618,51,357
475,613,45,362
463,610,52,359
466,599,48,362
463,589,45,364
459,575,47,364
454,555,40,365
450,546,37,367
442,530,45,356
431,531,38,361
426,525,38,360
417,517,38,363
396,512,39,366
349,518,38,368
352,511,41,363
355,496,41,366
359,486,39,365
356,472,38,367
352,459,36,363
350,454,43,357
339,433,44,357
328,415,48,350
317,404,44,359
284,393,45,359
277,389,44,357
266,388,43,358
248,378,36,363
230,374,38,364
211,370,30,372
212,365,38,363
211,354,36,367
197,330,31,369
198,311,32,368
201,305,34,364
194,281,44,354
189,271,38,362
176,267,31,366
163,259,30,367
145,260,31,367
119,254,41,358
109,249,42,358
100,242,39,358
86,238,42,358
82,225,40,360
81,205,43,356
79,199,44,357
76,181,40,359
63,164,34,365
