585,637,196,373
576,635,198,373
569,633,199,372
571,626,198,371
569,619,201,366
562,611,189,382
560,608,186,382
553,602,188,380
540,594,194,374
527,584,190,372
514,583,191,375
508,581,195,378
496,575,197,376
489,571,198,376
485,564,203,372
482,556,193,378
478,542,187,382
471,534,190,380
468,522,185,383
471,518,192,377
459,515,183,380
455,509,193,373
442,506,196,371
433,504,193,379
425,498,194,377
419,490,196,377
414,484,191,384
411,481,191,384
410,464,193,378
409,458,186,385
403,451,191,375
391,441,189,378
383,434,194,371
374,427,193,377
366,429,194,374
350,427,185,384
343,425,191,378
337,420,189,381
331,409,188,380
322,399,189,376
319,389,191,380
319,378,193,376
314,369,171,395
314,363,171,388
310,360,184,378
303,354,193,371
293,348,191,365
283,345,188,371
271,341,196,372
267,339,193,377
258,342,193,375
260,337,193,368
254,319,191,374
250,312,186,374
246,299,184,373
236,289,187,366
229,281,192,364
224,276,192,363
212,274,184,378
207,272,185,376
195,273,191,371
191,267,190,373
181,260,186,379
179,248,190,369
173,242,194,373
173,230,191,370
168,218,175,390
167,215,180,380
163,212,184,377
156,208,191,370
147,202,192,363
140,194,188,366
127,193,189,368
120,193,190,377
115,193,187,376
111,193,188,374
105,179,181,380
103,174,187,378
101,165,187,374
99,156,185,373
92,146,186,364
87,140,187,362
82,131,190,362
78,126,189,364
62,128,182,374
61,126,181,377
53,125,183,372
49,122,188,374
42,119,183,377
39,112,181,380
30,103,184,375
25,93,184,377
26,86,184,370
25,81,184,366
28,76,185,367
18,70,190,361
12,68,192,355
