0,49,170,370
0,59,183,373
3,70,184,369
5,76,185,368
6,81,177,372
18,89,186,380
21,86,188,374
22,88,192,373
25,92,186,371
30,94,188,369
37,97,184,366
40,103,182,367
47,112,180,368
49,122,186,366
50,128,187,368
51,133,188,366
65,141,188,374
66,146,189,376
71,145,185,370
77,148,188,368
86,153,188,366
95,162,186,367
101,167,181,371
111,170,182,376
115,172,175,379
127,181,176,369
134,190,188,359
138,196,180,369
144,208,182,363
148,221,184,365
147,229,183,366
149,234,184,361
164,236,184,370
166,240,189,372
174,244,188,373
183,245,179,369
193,246,175,375
199,255,182,370
206,261,176,373
209,268,185,364
211,274,183,364
217,282,185,374
217,291,185,381
222,299,184,377
224,319,181,390
230,328,179,392
229,328,180,391
246,324,189,367
251,328,190,373
271,325,190,372
270,330,176,379
277,336,179,376
284,340,178,366
294,347,180,363
301,363,180,370
299,371,185,363
301,377,189,359
315,383,185,371
315,388,183,371
323,392,189,365
332,401,192,360
339,407,188,366
344,411,179,372
357,412,171,374
359,416,173,380
364,417,174,382
373,425,178,381
376,435,175,374
384,443,178,379
394,456,186,370
396,465,191,373
396,470,190,370
397,477,191,368
413,479,198,369
415,478,192,376
420,487,190,374
430,489,183,380
439,495,182,380
446,502,179,380
451,508,181,371
453,513,184,369
455,518,190,368
465,527,188,379
466,538,186,378
463,564,186,389
467,569,185,391
470,572,184,391
473,577,184,390
492,566,191,365
500,571,188,372
518,570,193,372
519,572,186,375
527,579,182,382
532,588,170,379
541,600,172,379
545,607,175,378
545,615,190,371
546,619,189,372
549,621,190,373
563,627,193,373
563,634,192,374
569,636,197,366
578,637,200,365
590,639,196,361
595,639,186,361
601,639,185,366
603,639,177,367
610,639,174,375
613,639,177,374
