564,624,185,380
558,618,173,394
557,616,180,385
556,607,176,388
548,602,184,376
538,593,182,372
526,587,182,377
518,582,185,376
507,586,189,375
503,588,192,373
481,586,186,380
481,586,184,381
479,583,185,379
483,565,189,372
481,557,187,372
480,550,179,380
477,542,178,383
476,529,175,388
472,520,180,377
469,517,181,382
458,517,171,384
450,512,174,386
438,510,184,377
431,508,186,378
420,506,193,373
417,498,191,373
412,496,191,372
410,491,193,373
408,487,189,374
409,484,179,384
407,469,170,388
407,461,172,385
402,453,171,386
390,442,177,379
379,435,177,385
373,433,184,376
362,437,192,367
348,429,184,378
337,435,182,380
333,435,185,380
334,425,188,374
330,419,188,372
318,417,183,379
321,398,184,377
321,393,178,381
321,382,185,376
322,373,181,380
312,367,169,384
305,360,178,374
296,355,181,376
283,352,181,375
272,350,183,376
253,360,178,377
244,359,181,374
243,356,182,374
241,357,183,373
245,329,178,379
246,321,180,376
246,312,177,378
245,303,173,380
243,293,179,373
235,289,177,368
228,279,188,369
224,273,188,371
210,271,171,383
199,272,181,374
190,272,182,375
176,283,182,378
168,281,182,375
163,274,179,375
167,252,180,375
166,246,185,372
166,243,187,365
168,237,183,371
165,221,164,381
162,214,171,377
151,208,181,368
141,204,180,374
129,195,182,370
122,194,183,366
103,205,174,374
97,206,175,372
90,198,176,374
89,199,179,373
86,195,179,373
86,189,179,378
89,164,172,384
92,159,172,378
89,145,175,378
87,137,183,365
82,132,184,363
79,128,184,365
65,124,165,383
60,124,162,389
46,124,180,371
42,125,177,375
35,126,181,372
22,132,178,373
22,114,178,371
17,109,181,370
18,104,180,372
20,102,179,374
18,91,170,368
17,88,166,372
