1392,1528,335,846
1385,1530,343,841
1376,1532,351,836
1371,1537,355,841
1362,1544,355,854
1356,1539,362,862
1351,1531,361,864
1339,1520,363,854
1346,1506,350,861
1339,1501,351,873
1333,1509,351,886
1321,1511,356,898
1303,1495,348,903
1285,1479,341,909
1264,1457,339,917
1251,1449,351,912
1244,1434,343,914
1233,1441,340,931
1222,1452,338,934
1194,1442,345,953
1184,1444,342,966
1176,1436,326,985
1167,1396,316,992
1165,1360,309,999
1118,1330,301,1016
1082,1333,317,1021
1076,1313,323,1025
1047,1286,320,1043
1029,1268,322,1054
1000,1201,308,1078
942,1180,310,1067
912,1179,319,1052
834,1204,339,1051
821,1202,335,1063
799,1171,313,1073
782,1093,296,1067
784,1039,258,1079
786,1022,266,1079
708,1022,264,1079
657,958,287,1078
602,942,283,1079
579,932,303,1048
560,844,258,1079
518,755,252,1013
393,756,253,1038
341,723,238,1067
272,728,258,1079
168,670,246,1039
189,517,222,1062
93,451,209,1043
47,334,204,1065
17,306,143,1079
26,242,153,1079
