0,22,151,401
1,27,169,374
10,48,0,365
0,26,122,376
11,51,0,371
10,56,5,372
9,58,2,371
9,64,17,361
5,72,21,358
2,76,20,357
2,76,22,359
5,76,24,357
3,78,29,354
7,75,29,352
3,80,27,352
0,111,25,356
3,107,25,357
9,108,18,365
14,112,21,360
22,123,30,352
33,131,37,366
37,139,28,354
42,167,39,361
41,176,38,362
43,193,37,363
47,210,34,366
48,222,30,371
47,230,30,370
57,224,35,365
58,217,36,366
89,226,30,370
107,221,27,372
118,227,30,371
122,229,28,374
126,235,22,359
125,247,11,366
151,265,38,360
155,268,37,361
165,273,30,354
161,301,29,367
169,296,29,350
168,345,36,363
176,335,34,364
184,335,35,361
193,333,31,368
201,339,32,369
219,338,32,369
224,345,34,368
254,358,34,366
265,358,38,362
280,361,36,369
276,373,36,365
279,379,34,367
298,418,44,358
290,437,45,356
290,439,42,358
296,439,38,362
299,434,36,363
300,445,37,361
308,449,41,358
313,452,42,357
351,458,31,372
359,461,29,372
368,465,27,373
376,472,31,367
388,482,31,368
407,500,45,357
405,507,39,360
408,514,37,362
413,521,39,361
416,535,40,361
420,544,41,363
423,547,39,364
423,552,42,362
428,547,43,361
437,564,44,358
442,564,43,358
460,565,41,364
474,570,39,363
483,572,41,359
488,579,40,362
487,584,41,361
509,591,51,355
511,593,43,359
511,593,41,361
506,605,41,359
505,606,37,362
502,612,37,361
501,618,39,359
506,622,37,360
507,628,39,359
516,632,44,354
523,634,45,354
530,634,41,359
530,636,43,360
536,633,42,364
542,629,44,358
556,636,48,350
559,637,49,350
564,638,52,348
570,638,50,352
574,637,46,359
576,635,40,361
