35,86,191,354
41,93,193,355
45,96,192,358
49,103,191,359
52,111,190,359
50,118,189,362
52,121,191,363
55,128,189,368
58,130,189,373
68,137,190,368
74,140,194,364
85,142,197,357
92,144,188,362
96,147,187,360
109,158,188,363
115,162,193,365
118,168,195,361
123,179,194,359
119,188,189,371
123,193,191,372
125,197,188,373
131,201,183,378
137,207,181,377
145,212,184,373
153,211,184,374
161,212,189,367
167,213,178,372
176,225,191,365
177,231,196,361
181,237,193,360
184,241,195,362
186,251,189,367
190,260,185,373
192,265,189,372
198,269,187,378
201,273,187,377
204,275,190,375
226,274,200,361
228,279,195,365
236,287,196,362
245,297,187,368
254,305,188,370
258,314,193,368
258,319,191,373
257,326,190,378
262,337,194,375
264,339,193,375
268,340,189,379
278,344,190,373
286,351,185,373
294,350,186,370
301,352,189,370
311,354,184,375
314,366,177,388
322,373,194,373
321,378,192,374
323,387,195,369
326,394,186,377
333,405,184,379
338,416,183,381
341,417,184,384
350,419,182,386
362,419,179,393
373,420,197,372
376,421,196,369
384,432,192,367
389,440,192,368
396,449,188,372
397,460,189,372
398,467,185,374
400,477,189,380
403,477,181,390
402,479,188,386
416,487,186,383
423,493,189,381
435,494,192,377
442,496,192,371
451,500,187,377
459,506,180,393
463,512,182,386
470,520,196,369
466,533,193,375
468,540,194,373
472,547,194,373
479,552,196,372
487,560,197,372
493,564,193,377
504,563,194,377
508,566,188,383
522,565,197,367
525,568,197,367
530,580,197,367
532,587,194,371
537,597,191,378
541,607,190,381
541,612,194,375
545,619,196,378
549,621,192,384
550,624,186,389
