12,114,14,354
23,127,18,352
36,130,16,353
40,142,21,354
43,143,24,350
50,160,18,360
35,179,21,359
40,193,23,354
43,212,27,353
60,213,20,360
67,213,22,356
104,213,16,362
119,218,17,362
137,223,11,366
141,232,16,366
157,254,16,368
162,254,20,363
171,268,11,367
177,283,16,362
175,302,21,359
183,320,13,366
183,323,19,363
184,334,24,358
202,348,21,362
215,350,22,361
222,355,21,360
229,352,24,354
258,348,19,360
269,357,22,361
278,364,28,355
288,375,27,355
305,398,26,354
302,404,25,357
305,414,24,357
308,432,23,358
315,443,28,354
319,443,27,355
320,445,28,354
305,465,25,377
355,460,23,359
362,463,23,360
371,469,18,364
384,482,20,360
391,484,25,357
402,497,16,364
405,520,17,365
409,534,24,357
412,550,22,358
412,561,19,359
424,573,20,358
425,575,28,352
421,580,25,377
432,582,25,357
451,581,26,356
463,577,28,351
472,577,33,349
